year,customer_name_norm,gross_invoices,positive_adjustments,credits_abs,net_invoiced,payments,year_net_delta,running_balance
2024,ILWU LOCAL 502,2397.15,0.0,0.0,2397.15,2460.56,-63.41,0.0
2025,ILWU LOCAL 502,568.96,0.0,0.0,568.96,568.96,0.0,0.0
2026,ILWU LOCAL 502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,IMAGE WORKSHOP PRODUCTIONS INC.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,"INGRAM MICRO
",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,INNER CITY DIESEL,73920.0,0.0,0.0,73920.0,63630.0,10290.0,10290.0
2025,INNER CITY DIESEL,57172.5,0.0,0.0,57172.5,62265.0,-5092.5,5197.5
2026,INNER CITY DIESEL,0.0,0.0,0.0,0.0,5197.5,-5197.5,0.0
2022,IT PROMO,1810.75,0.0,0.0,1810.75,1810.75,0.0,0.0
2023,IT PROMO,4004.7,0.0,0.0,4004.7,4004.7,0.0,0.0
2024,IT PROMO,9553.47,0.0,0.0,9553.47,9553.47,0.0,0.0
2025,IT PROMO,13074.69,0.0,0.0,13074.69,13074.69,0.0,0.0
2026,IT PROMO,1530.06,0.0,0.0,1530.06,0.0,1530.06,1530.06
2023,ITICKETS,1700.79,0.0,0.0,1700.79,1700.79,0.0,0.0
2024,ITICKETS,4507.27,0.0,0.0,4507.27,4467.27,40.0,40.0
2025,ITICKETS,2586.5,0.0,0.0,2586.5,2586.5,0.0,40.0
2015,ITRISTAN MEDIA GROU,186.45,0.0,0.0,186.45,0.0,186.45,186.45
2002,ITRISTAN MEDIA GROUP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,ITRISTAN MEDIA GROUP,5510.5,0.0,0.0,5510.5,2500.0,3010.5,3010.5
2004,ITRISTAN MEDIA GROUP,3171.1,0.0,0.0,3171.1,5700.1,-2529.0,481.5
2005,ITRISTAN MEDIA GROUP,10795.5,0.0,575.13,10220.37,11010.93,-790.56,-309.06
2006,ITRISTAN MEDIA GROUP,10581.7,0.0,1126.38,9455.32,8529.79,925.53,616.47
2007,ITRISTAN MEDIA GROUP,12461.33,0.0,1060.0,11401.33,4170.34,7230.99,7847.46
2008,ITRISTAN MEDIA GROUP,31460.48,0.0,0.0,31460.48,30138.13,1322.35,9169.81
2009,ITRISTAN MEDIA GROUP,72294.81,0.0,1396.5,70898.31,72718.9,-1820.59,7349.22
2010,ITRISTAN MEDIA GROUP,40356.26,0.0,2722.47,37633.79,23450.0,14183.79,21533.01
2011,ITRISTAN MEDIA GROUP,27581.54,0.0,0.0,27581.54,29971.2,-2389.66,19143.35
2012,ITRISTAN MEDIA GROUP,29511.63,0.0,927.47,28584.16,27168.21,1415.95,20559.3
2013,ITRISTAN MEDIA GROUP,32327.52,0.0,252.83,32074.69,33181.58,-1106.89,19452.41
2014,ITRISTAN MEDIA GROUP,26663.69,1800.0,0.0,28463.69,35334.55,-6870.86,12581.55
2015,ITRISTAN MEDIA GROUP,32105.75,1800.0,0.0,33905.75,33133.77,771.98,13353.53
2016,ITRISTAN MEDIA GROUP,43348.46,4544.0,11119.2,36773.26,40263.6,-3490.34,9863.19
2017,ITRISTAN MEDIA GROUP,54140.83,0.0,3169.39,50971.44,42757.0,8214.44,18077.63
2018,ITRISTAN MEDIA GROUP,44073.82,0.0,0.0,44073.82,57786.37,-13712.55,4365.08
2019,ITRISTAN MEDIA GROUP,52684.29,0.0,4531.3,48152.99,38667.0,9485.99,13851.07
2020,ITRISTAN MEDIA GROUP,20654.12,0.0,10763.25,9890.87,25405.13,-15514.26,-1663.19
2021,ITRISTAN MEDIA GROUP,0.0,0.0,0.0,0.0,14400.0,-14400.0,-16063.19
2022,ITRISTAN MEDIA GROUP,0.0,0.0,0.0,0.0,17531.41,-17531.41,-33594.6
2023,ITRISTAN MEDIA GROUP,361.11,0.0,0.0,361.11,0.0,361.11,-33233.49
2004,JANUARY PUBLISHING INC.,1584.0,0.0,1584.0,0.0,0.0,0.0,0.0
2013,JAW DROP MARKETING,3186.08,0.0,0.0,3186.08,1193.7,1992.38,1992.38
2014,JAW DROP MARKETING,189.0,0.0,0.0,189.0,2354.63,-2165.63,-173.25
2015,JAW DROP MARKETING,189.0,0.0,110.25,78.75,0.0,78.75,-94.5
2016,JAW DROP MARKETING,94.5,0.0,0.0,94.5,0.0,94.5,0.0
2011,JEAN PIERRE CORDIER,135.0,0.0,0.0,135.0,135.0,0.0,0.0
2012,JEAN PIERRE CORDIER,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2013,JEAN PIERRE CORDIER,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2014,JEAN PIERRE CORDIER,45.0,0.0,30.0,15.0,15.0,0.0,0.0
2024,JECO INC,135.45,0.0,0.0,135.45,135.45,0.0,0.0
2025,JECO INC,285.55,0.0,0.0,285.55,285.55,0.0,0.0
2007,JEREMY HARRISON,404.7,0.0,67.8,336.9,303.0,33.9,33.9
2008,JEREMY HARRISON,67.2,0.0,0.0,67.2,101.1,-33.9,0.0
2010,JEWISH FILM FOUNDATION,67.2,0.0,0.0,67.2,67.2,0.0,0.0
2011,JEWISH FILM FOUNDATION,473.2,0.0,0.0,473.2,579.6,-106.4,-106.4
2012,JEWISH FILM FOUNDATION,429.25,0.0,0.0,429.25,429.25,0.0,-106.4
2013,JEWISH FILM FOUNDATION,203.4,0.0,0.0,203.4,203.4,0.0,-106.4
2014,JEWISH FILM FOUNDATION,203.4,0.0,0.0,203.4,203.4,0.0,-106.4
2015,JEWISH FILM FOUNDATION,203.4,0.0,0.0,203.4,203.4,0.0,-106.4
2016,JEWISH FILM FOUNDATION,203.4,0.0,0.0,203.4,203.4,0.0,-106.4
2017,JEWISH FILM FOUNDATION,203.4,0.0,0.0,203.4,203.4,0.0,-106.4
2018,JEWISH FILM FOUNDATION,297.19,0.0,0.0,297.19,297.19,0.0,-106.4
2019,JEWISH FILM FOUNDATION,347.49,0.0,0.0,347.49,347.49,0.0,-106.4
2020,JEWISH FILM FOUNDATION,372.96,0.0,0.0,372.96,372.96,0.0,-106.4
2021,JEWISH FILM FOUNDATION,217.56,0.0,0.0,217.56,217.56,0.0,-106.4
2018,JIMMY FRICKE,4500.0,0.0,0.0,4500.0,4500.0,0.0,0.0
2012,JOHN PAUL DE MELO,158.02,0.0,0.0,158.02,158.02,0.0,0.0
2013,JOHN PAUL DE MELO,203.4,0.0,0.0,203.4,203.4,0.0,0.0
2014,JOHN PAUL DE MELO,203.4,0.0,0.0,203.4,186.45,16.95,16.95
2015,JOHN PAUL DE MELO,203.4,0.0,0.0,203.4,220.35,-16.95,0.0
2016,JOHN PAUL DE MELO,50.85,0.0,0.0,50.85,50.85,0.0,0.0
2009,JOHN R.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,JOHN RIDGELEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,JONAS ARAS,69.0,0.0,0.0,69.0,0.0,69.0,69.0
2011,JORGE LOPEZ SOTO,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2012,JORGE LOPEZ SOTO,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2013,JORGE LOPEZ SOTO,180.0,0.0,0.0,180.0,0.0,180.0,180.0
2014,JORGE LOPEZ SOTO,180.0,0.0,0.0,180.0,180.0,0.0,180.0
2015,JORGE LOPEZ SOTO,0.0,0.0,0.0,0.0,0.0,0.0,180.0
2020,JVR LANDSCAPE,10226.96,0.0,0.0,10226.96,10140.33,86.63,86.63
2021,JVR LANDSCAPE,1126.13,0.0,0.0,1126.13,1212.76,-86.63,0.0
2014,KANDY OUTDOOR FLOORING,127.58,0.0,0.0,127.58,127.58,0.0,0.0
2015,KANDY OUTDOOR FLOORING,170.1,0.0,0.0,170.1,170.1,0.0,0.0
2014,KAREN JENSEN,252.0,0.0,0.0,252.0,252.0,0.0,0.0
2015,KAREN JENSEN,360.0,0.0,0.0,360.0,360.0,0.0,0.0
2016,KAREN JENSEN,150.0,0.0,0.0,150.0,120.0,30.0,30.0
2015,KATHERINE NEWMAN DESIGN,6490.62,0.0,666.07,5824.55,5869.8,-45.25,-45.25
2016,KATHERINE NEWMAN DESIGN,4776.75,0.0,998.02,3778.73,3778.73,0.0,-45.25
2017,KATHERINE NEWMAN DESIGN,4872.57,0.0,1140.97,3731.6,2560.08,1171.52,1126.27
2018,KATHERINE NEWMAN DESIGN,3947.04,0.0,0.0,3947.04,3828.05,118.99,1245.26
2019,KATHERINE NEWMAN DESIGN,4247.62,0.0,0.0,4247.62,3947.04,300.58,1545.84
2020,KATHERINE NEWMAN DESIGN,0.0,0.0,0.0,0.0,1545.84,-1545.84,0.0
2021,KATHERINE NEWMAN DESIGN,6907.84,0.0,0.0,6907.84,6907.84,0.0,0.0
2022,KATHERINE NEWMAN DESIGN,4061.22,0.0,0.0,4061.22,4061.22,0.0,0.0
2023,KATHERINE NEWMAN DESIGN,4259.37,0.0,0.0,4259.37,4259.37,0.0,0.0
2024,KATHERINE NEWMAN DESIGN,4259.37,0.0,0.0,4259.37,4259.37,0.0,0.0
2025,KATHERINE NEWMAN DESIGN,4720.39,0.0,0.0,4720.39,4720.39,0.0,0.0
2026,KATHERINE NEWMAN DESIGN,1559.4,0.0,0.0,1559.4,1559.4,0.0,0.0
2015,KATY ANN DAVIDSON,832.0,0.0,0.0,832.0,760.48,71.52,71.52
2016,KATY ANN DAVIDSON,288.13,0.0,0.0,288.13,1120.13,-832.0,-760.48
2014,KATYANN DAVIDSON,1169.95,0.0,0.0,1169.95,1109.57,60.38,60.38
2015,KATYANN DAVIDSON,1863.12,0.0,0.0,1863.12,1102.64,760.48,820.86
2014,"KATYANN DAVIDSON
",0.0,0.0,0.0,0.0,60.38,-60.38,-60.38
2016,KEAWE WONG,91.53,0.0,17.55,73.98,165.51,-91.53,-91.53
2017,KEAWE WONG,0.0,0.0,0.0,0.0,0.0,0.0,-91.53
2013,KELLY ARNSDORF,0.0,0.0,0.0,0.0,6.1,-6.1,-6.1
2014,KELLY ARNSDORF,362.25,0.0,0.0,362.25,157.5,204.75,198.65
2013,KELLY ARNSDORF1,6.1,0.0,0.0,6.1,0.0,6.1,6.1
2014,KELLY POKHAREL,60.0,0.0,0.0,60.0,69.19,-9.19,-9.19
2015,KELLY POKHAREL,180.0,0.0,0.0,180.0,180.0,0.0,-9.19
2016,KELLY POKHAREL,99.25,0.0,84.25,15.0,30.0,-15.0,-24.19
2025,KENNA’S CRYSTALS CORP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,KENZO MACHIDA,101.08,0.0,0.0,101.08,123.48,-22.4,-22.4
2012,KENZO MACHIDA,79.88,0.0,0.0,79.88,18.28,61.6,39.2
2013,KENZO MACHIDA,67.2,0.0,0.0,67.2,67.2,0.0,39.2
2014,KENZO MACHIDA,124.56,0.0,0.0,124.56,151.08,-26.52,12.68
2015,KENZO MACHIDA,67.2,0.0,0.0,67.2,67.2,0.0,12.68
2016,KENZO MACHIDA,67.2,0.0,0.0,67.2,67.2,0.0,12.68
2017,KENZO MACHIDA,67.2,0.0,0.0,67.2,67.2,0.0,12.68
2018,KENZO MACHIDA,71.4,0.0,0.0,71.4,84.08,-12.68,0.0
2019,KENZO MACHIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,KENZO MACHIDA,0.0,0.0,56.0,-56.0,0.0,-56.0,-56.0
2002,KIDNEY TRANSPLANT PROGRAM VGH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,KIDNEY TRANSPLANT PROGRAM VGH,3211.96,0.0,0.0,3211.96,1690.51,1521.45,1521.45
2021,KIDNEY TRANSPLANT PROGRAM VGH,28644.09,0.0,0.0,28644.09,30165.54,-1521.45,0.0
2022,KIDNEY TRANSPLANT PROGRAM VGH,14369.29,0.0,0.0,14369.29,14284.76,84.53,84.53
2023,KIDNEY TRANSPLANT PROGRAM VGH,5633.27,0.0,0.0,5633.27,5135.05,498.22,582.75
2024,KIDNEY TRANSPLANT PROGRAM VGH,38737.73,0.0,0.0,38737.73,38921.48,-183.75,399.0
2025,KIDNEY TRANSPLANT PROGRAM VGH,28751.52,0.0,0.0,28751.52,25549.02,3202.5,3601.5
2026,KIDNEY TRANSPLANT PROGRAM VGH,1029.0,0.0,0.0,1029.0,2675.4,-1646.4,1955.1
2013,KIDS UP FRONT FOUNDATION,4838.26,0.0,3923.36,914.9,888.65,26.25,26.25
2014,KIDS UP FRONT FOUNDATION,6275.4,0.0,6143.73,131.67,157.92,-26.25,0.0
2015,KIDS UP FRONT FOUNDATION,3150.0,0.0,3150.0,0.0,0.0,0.0,0.0
2016,KIDS UP FRONT FOUNDATION,3150.0,0.0,0.0,3150.0,0.0,3150.0,3150.0
2017,KIDS UP FRONT FOUNDATION,0.0,0.0,0.0,0.0,0.0,0.0,3150.0
2007,KLEIN SYSTEMS GROUP LTD,5650.0,0.0,0.0,5650.0,5650.0,0.0,0.0
2015,KNAPPETT INDUSTRIES,2835.0,0.0,0.0,2835.0,2835.0,0.0,0.0
2016,KNAPPETT INDUSTRIES,2841.3,0.0,0.0,2841.3,2841.3,0.0,0.0
2017,KNAPPETT INDUSTRIES,821.94,0.0,0.0,821.94,821.94,0.0,0.0
2019,KRAMER DESIGN ASSOCIATES,1288.2,0.0,0.0,1288.2,1288.2,0.0,0.0
2020,KRAMER DESIGN ASSOCIATES,1288.2,0.0,0.0,1288.2,1288.2,0.0,0.0
2021,KRAMER DESIGN ASSOCIATES,1288.2,0.0,0.0,1288.2,1288.2,0.0,0.0
2022,KRAMER DESIGN ASSOCIATES,1288.2,0.0,0.0,1288.2,1288.2,0.0,0.0
2023,KRAMER DESIGN ASSOCIATES,1740.14,0.0,0.0,1740.14,1740.14,0.0,0.0
2024,KRAMER DESIGN ASSOCIATES,1992.47,0.0,0.0,1992.47,1491.6,500.87,500.87
2025,KRAMER DESIGN ASSOCIATES,1559.4,0.0,0.0,1559.4,2060.27,-500.87,0.0
2019,KUTCHER ENGINEERING & INSPECTION INC,1083.6,0.0,0.0,1083.6,1083.6,0.0,0.0
2020,KUTCHER ENGINEERING & INSPECTION INC,6675.08,0.0,0.0,6675.08,6675.08,0.0,0.0
2021,KUTCHER ENGINEERING & INSPECTION INC,2201.08,0.0,0.0,2201.08,2201.08,0.0,0.0
2020,"KVC, INC",1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0
2013,LAURIE MACMILLAN,88.06,0.0,0.0,88.06,73.06,15.0,15.0
2014,LAURIE MACMILLAN,46.5,0.0,0.0,46.5,61.5,-15.0,0.0
2023,LAURIN OTTAWA MONUMENTS,678.0,0.0,135.6,542.4,0.0,542.4,542.4
2024,LAURIN OTTAWA MONUMENTS,0.0,0.0,0.0,0.0,542.4,-542.4,0.0
2013,LEDA HEALTH,903.94,0.0,0.0,903.94,2090.44,-1186.5,-1186.5
2014,LEDA HEALTH,2022.25,0.0,0.0,2022.25,2022.25,0.0,-1186.5
2015,LEDA HEALTH,815.43,0.0,542.34,273.09,273.09,-0.0,-1186.5
2015,LEO WEB PROTECT,0.0,0.0,0.0,0.0,150.0,-150.0,-150.0
2016,LEO WEB PROTECT,150.0,0.0,0.0,150.0,150.0,0.0,-150.0
2017,LEO WEB PROTECT,150.0,0.0,12.5,137.5,137.5,0.0,-150.0
2018,LEO WEB PROTECT,30.0,0.0,0.0,30.0,30.0,0.0,-150.0
2019,LEO WEB PROTECT,1680.0,0.0,0.0,1680.0,1680.0,0.0,-150.0
2020,LEO WEB PROTECT,41844.67,0.0,11069.63,30775.04,30749.99,25.05,-124.95
2021,LEO WEB PROTECT,48251.1,0.0,256.16,47994.94,47939.95,54.99,-69.96
2022,LEO WEB PROTECT,49967.37,0.0,1000.0,48967.37,46518.35,2449.02,2379.06
2023,LEO WEB PROTECT,38298.34,0.0,0.0,38298.34,35548.69,2749.65,5128.71
2024,LEO WEB PROTECT,40220.23,0.0,2418.0,37802.23,41897.84,-4095.61,1033.1
2025,LEO WEB PROTECT,80141.55,0.0,0.0,80141.55,79564.91,576.64,1609.74
2026,LEO WEB PROTECT,14690.33,0.0,0.0,14690.33,7600.67,7089.66,8699.4
2011,LESSON STUDY ALLIANCE,150.0,0.0,0.0,150.0,193.0,-43.0,-43.0
2013,LESSON STUDY ALLIANCE,150.0,0.0,0.0,150.0,150.0,0.0,-43.0
2014,LESSON STUDY ALLIANCE,150.0,0.0,0.0,150.0,150.0,0.0,-43.0
2015,LESSON STUDY ALLIANCE,150.0,0.0,0.0,150.0,150.0,0.0,-43.0
2016,LESSON STUDY ALLIANCE,397.5,0.0,0.0,397.5,397.5,0.0,-43.0
2017,LESSON STUDY ALLIANCE,150.0,0.0,0.0,150.0,150.0,0.0,-43.0
2018,LESSON STUDY ALLIANCE,150.0,0.0,0.0,150.0,150.0,0.0,-43.0
2019,LESSON STUDY ALLIANCE,210.0,0.0,0.0,210.0,210.0,0.0,-43.0
2020,LESSON STUDY ALLIANCE,210.0,0.0,0.0,210.0,210.0,0.0,-43.0
2021,LESSON STUDY ALLIANCE,310.0,0.0,0.0,310.0,310.0,0.0,-43.0
2022,LESSON STUDY ALLIANCE,295.0,0.0,0.0,295.0,295.0,0.0,-43.0
2023,LESSON STUDY ALLIANCE,442.76,0.0,0.0,442.76,442.76,0.0,-43.0
2024,LESSON STUDY ALLIANCE,415.5,0.0,0.0,415.5,415.5,0.0,-43.0
2025,LESSON STUDY ALLIANCE,425.0,0.0,0.0,425.0,425.0,0.0,-43.0
2026,LESSON STUDY ALLIANCE,425.0,0.0,0.0,425.0,0.0,425.0,382.0
2023,LONG VIEW SYSTEMS,21991.2,0.0,0.0,21991.2,21991.2,0.0,0.0
2017,LOS ANGELES COUNTY REGIONAL TRAINING CENTER,150.0,0.0,0.0,150.0,150.0,0.0,0.0
2018,LOS ANGELES COUNTY REGIONAL TRAINING CENTER,215.0,0.0,0.0,215.0,215.0,0.0,0.0
2019,LOS ANGELES COUNTY REGIONAL TRAINING CENTER,250.0,0.0,0.0,250.0,250.0,0.0,0.0
2020,LOS ANGELES COUNTY REGIONAL TRAINING CENTER,274.0,0.0,0.0,274.0,274.0,0.0,0.0
2021,LOS ANGELES COUNTY REGIONAL TRAINING CENTER,1250.0,0.0,0.0,1250.0,1250.0,0.0,0.0
2022,LOS ANGELES COUNTY REGIONAL TRAINING CENTER,928.0,0.0,0.0,928.0,928.0,0.0,0.0
2023,LOS ANGELES COUNTY REGIONAL TRAINING CENTER,1002.65,0.0,0.0,1002.65,1002.65,0.0,0.0
2024,LOS ANGELES COUNTY REGIONAL TRAINING CENTER,579.27,0.0,0.0,579.27,579.27,0.0,0.0
2025,LOS ANGELES COUNTY REGIONAL TRAINING CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,LUSH MANUFACTURING LTD,166.95,0.0,0.0,166.95,166.95,0.0,0.0
2015,LUSH MANUFACTURING LTD,219.46,0.0,0.0,219.46,219.46,0.0,0.0
2020,LX LASER AND METAL SUPPLY LTD,316.06,0.0,0.0,316.06,338.63,-22.57,-22.57
2021,LX LASER AND METAL SUPPLY LTD,169.31,22.58,0.0,191.89,169.31,22.58,0.01
2005,MACINTOSH APPRAISALS LTD,41.73,0.0,0.0,41.73,0.0,41.73,41.73
2006,MACINTOSH APPRAISALS LTD,0.0,0.0,0.0,0.0,0.0,0.0,41.73
2003,MACINTOSH APPRAISALS LTD.,1408.12,0.0,0.0,1408.12,1198.4,209.72,209.72
2004,MACINTOSH APPRAISALS LTD.,4159.07,0.0,0.0,4159.07,4368.79,-209.72,0.0
2005,MACINTOSH APPRAISALS LTD.,2883.65,0.0,41.73,2841.92,2675.0,166.92,166.92
2006,MACINTOSH APPRAISALS LTD.,9128.32,0.0,551.2,8577.12,8785.77,-208.65,-41.73
2007,MACINTOSH APPRAISALS LTD.,41.34,0.0,0.0,41.34,41.34,0.0,-41.73
2008,MACINTOSH APPRAISALS LTD.,1924.65,0.0,0.0,1924.65,1474.2,450.45,408.72
2009,MACINTOSH APPRAISALS LTD.,1411.73,0.0,0.0,1411.73,1862.18,-450.45,-41.73
2010,MACINTOSH APPRAISALS LTD.,2707.6,0.0,0.0,2707.6,2707.6,0.0,-41.73
2011,MACINTOSH APPRAISALS LTD.,2419.2,0.0,0.0,2419.2,2419.2,0.0,-41.73
2012,MACINTOSH APPRAISALS LTD.,3829.28,0.0,4032.0,-202.72,1792.0,-1994.72,-2036.45
2013,MACINTOSH APPRAISALS LTD.,5765.9,357.0,0.0,6122.9,4710.58,1412.32,-624.13
2014,MACINTOSH APPRAISALS LTD.,3360.0,0.0,50.0,3310.0,3360.0,-50.0,-674.13
2015,MACINTOSH APPRAISALS LTD.,2165.64,0.0,0.0,2165.64,2165.64,0.0,-674.13
2016,MACINTOSH APPRAISALS LTD.,504.0,0.0,0.0,504.0,504.0,0.0,-674.13
2017,MACINTOSH APPRAISALS LTD.,378.0,0.0,31.5,346.5,346.5,0.0,-674.13
2018,MACINTOSH APPRAISALS LTD.,638.93,0.0,0.0,638.93,638.93,0.0,-674.13
2019,MACINTOSH APPRAISALS LTD.,645.75,0.0,0.0,645.75,645.75,0.0,-674.13
2020,MACINTOSH APPRAISALS LTD.,693.0,0.0,0.0,693.0,693.0,0.0,-674.13
2021,MACINTOSH APPRAISALS LTD.,870.98,0.0,0.0,870.98,870.98,0.0,-674.13
2022,MACINTOSH APPRAISALS LTD.,797.48,0.0,0.0,797.48,797.48,0.0,-674.13
2023,MACINTOSH APPRAISALS LTD.,1058.91,0.0,0.0,1058.91,1058.91,0.0,-674.13
2024,MACINTOSH APPRAISALS LTD.,1044.51,0.0,0.0,1044.51,1044.51,0.0,-674.13
2025,MACINTOSH APPRAISALS LTD.,918.95,0.0,0.0,918.95,918.95,0.0,-674.13
2026,MACINTOSH APPRAISALS LTD.,148.39,0.0,0.0,148.39,153.18,-4.79,-678.92
2016,MACROBI GMBH,469.0,0.0,469.0,0.0,0.0,0.0,0.0
2013,MACWIZARD,361.2,0.0,0.0,361.2,361.2,0.0,0.0
2014,MACWIZARD,350.3,0.0,0.0,350.3,428.0,-77.7,-77.7
2015,MACWIZARD,519.8,0.0,0.0,519.8,440.7,79.1,1.4
2016,MACWIZARD,813.6,0.0,126.79,686.81,788.51,-101.7,-100.3
2017,MACWIZARD,519.8,0.0,186.45,333.35,389.85,-56.5,-156.8
2016,MAK ELECTRICAL,1128.75,0.0,0.0,1128.75,1128.75,0.0,0.0
2017,MAK ELECTRICAL,11905.44,0.0,0.0,11905.44,11905.44,0.0,0.0
2018,MAK ELECTRICAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,MANPOWER COMPLIANCE,60.0,0.0,0.0,60.0,129.0,-69.0,-69.0
2012,MANPOWER COMPLIANCE,180.0,0.0,0.0,180.0,180.0,0.0,-69.0
2013,MANPOWER COMPLIANCE,180.0,0.0,0.0,180.0,180.0,0.0,-69.0
2014,MANPOWER COMPLIANCE,180.0,0.0,0.0,180.0,180.0,0.0,-69.0
2015,MANPOWER COMPLIANCE,310.0,0.0,0.0,310.0,310.0,0.0,-69.0
2016,MANPOWER COMPLIANCE,226.25,0.0,0.0,226.25,226.25,0.0,-69.0
2017,MANPOWER COMPLIANCE,180.0,0.0,30.0,150.0,150.0,0.0,-69.0
2018,MANPOWER COMPLIANCE,263.0,0.0,0.0,263.0,263.0,0.0,-69.0
2019,MANPOWER COMPLIANCE,550.0,0.0,0.0,550.0,550.0,0.0,-69.0
2020,MANPOWER COMPLIANCE,600.0,0.0,0.0,600.0,600.0,0.0,-69.0
2021,MANPOWER COMPLIANCE,860.0,0.0,0.0,860.0,860.0,0.0,-69.0
2022,MANPOWER COMPLIANCE,714.0,0.0,0.0,714.0,714.0,0.0,-69.0
2023,MANPOWER COMPLIANCE,978.44,0.0,0.0,978.44,978.44,0.0,-69.0
2024,MANPOWER COMPLIANCE,806.28,0.0,0.0,806.28,806.28,0.0,-69.0
2025,MANPOWER COMPLIANCE,891.96,0.0,0.0,891.96,891.96,0.0,-69.0
2026,MANPOWER COMPLIANCE,148.66,0.0,0.0,148.66,148.66,0.0,-69.0
2011,MAPLE FUN TOURS,260.4,0.0,16.8,243.6,243.6,-0.0,0.0
2012,MAPLE FUN TOURS,520.8,0.0,16.8,504.0,504.0,-0.0,0.0
2013,MAPLE FUN TOURS,157.5,0.0,13.13,144.37,144.37,0.0,0.0
2014,MAPLE FUN TOURS,4180.37,0.0,0.0,4180.37,2613.24,1567.13,1567.13
2015,MAPLE FUN TOURS,26846.22,0.0,0.0,26846.22,28413.35,-1567.13,0.0
2016,MAPLE FUN TOURS,25169.59,0.0,0.0,25169.59,25082.96,86.63,86.63
2017,MAPLE FUN TOURS,739.74,0.0,0.0,739.74,739.74,0.0,86.63
2018,MAPLE FUN TOURS,3279.85,0.0,0.0,3279.85,3366.48,-86.63,0.0
2019,MAPLE FUN TOURS,5945.73,0.0,0.0,5945.73,5945.73,0.0,0.0
2020,MAPLE FUN TOURS,4596.48,0.0,0.0,4596.48,4596.48,0.0,0.0
2021,MAPLE FUN TOURS,711.38,0.0,376.22,335.16,259.88,75.28,75.28
2014,MAPLE LEAF DISTRIBUTORS,183.75,0.0,0.0,183.75,15.75,168.0,168.0
2015,MAPLE LEAF DISTRIBUTORS,78.75,0.0,31.5,47.25,420.0,-372.75,-204.75
2019,MARK CARTWRIGHT,5466.38,0.0,0.0,5466.38,1457.7,4008.68,4008.68
2020,MARK CARTWRIGHT,20184.29,0.0,0.0,20184.29,22370.84,-2186.55,1822.13
2021,MARK CARTWRIGHT,3887.21,0.0,0.0,3887.21,5709.34,-1822.13,-0.0
2026,MARK CARTWRIGHT,111.87,0.0,0.0,111.87,0.0,111.87,111.87
2018,MARK SIX IT SOLUTIONS,6797.7,0.0,0.0,6797.7,5592.04,1205.66,1205.66
2019,MARK SIX IT SOLUTIONS,3107.48,0.0,0.0,3107.48,1833.04,1274.44,2480.1
2020,MARK SIX IT SOLUTIONS,895.13,0.0,0.0,895.13,3600.98,-2705.85,-225.75
2021,MARK SIX IT SOLUTIONS,2397.5,0.0,0.0,2397.5,2397.5,0.0,-225.75
2022,MARK SIX IT SOLUTIONS,2528.06,0.0,0.0,2528.06,2528.06,0.0,-225.75
2023,MARK SIX IT SOLUTIONS,3296.48,0.0,0.0,3296.48,1548.75,1747.73,1521.98
2024,MARK SIX IT SOLUTIONS,0.0,0.0,0.0,0.0,0.0,0.0,1521.98
2005,MARTIN BAUER,449.4,0.0,0.0,449.4,294.25,155.15,155.15
2006,MARTIN BAUER,1360.29,0.0,155.15,1205.14,354.79,850.35,1005.5
2007,MARTIN BAUER,527.35,0.0,96.9,430.45,1141.8,-711.35,294.15
2008,MARTIN BAUER,866.04,0.0,0.0,866.04,522.49,343.55,637.7
2009,MARTIN BAUER,357.58,0.0,0.0,357.58,861.4,-503.82,133.88
2010,MARTIN BAUER,238.62,0.0,83.46,155.16,154.75,0.41,134.29
2011,MARTIN BAUER,198.84,0.0,0.0,198.84,333.13,-134.29,0.0
2012,MARTIN BAUER,2190.31,0.0,0.0,2190.31,821.67,1368.64,1368.64
2013,MARTIN BAUER,234.46,0.0,0.0,234.46,1466.6,-1232.14,136.5
2014,MARTIN BAUER,450.06,0.0,0.0,450.06,292.56,157.5,294.0
2015,MARTIN BAUER,366.06,0.0,0.0,366.06,660.06,-294.0,0.0
2016,MARTIN BAUER,234.38,0.0,0.0,234.38,234.38,0.0,0.0
2017,MARTIN BAUER,252.62,0.0,0.0,252.62,252.62,0.0,0.0
2018,MARTIN BAUER,326.55,0.0,0.0,326.55,326.55,0.0,0.0
2019,MARTIN BAUER,336.0,0.0,0.0,336.0,141.75,194.25,194.25
